row_id,selected_semantic_view,selected_text_normalized,"People, B2B AI Startups, Marketing Tech",First Name,Last Name,Full Name,Job Title,Company,City,State or Province,Country,LinkedIn Profile,Enrich person,Connections,Headline,Summary,Jobs Count,Summarize LinkedIn profile,cluster_0_label,cluster_0_membership,cluster_0_native_fcm,cluster_0_above_0.40,cluster_1_label,cluster_1_membership,cluster_1_native_fcm,cluster_1_above_0.40,cluster_2_label,cluster_2_membership,cluster_2_native_fcm,cluster_2_above_0.40,membership_count,clusters_above_threshold
source_row_14,Job Title,job title cofounder founder founder securesave,,Suze,Orman,Suze Orman,"Co-Founder, SecureSave",Secure,Santa Monica,California,United States,https://www.linkedin.com/in/suzeorman/,,,,,,,Board & Advisory Roles,0.0,0.254692,False,C-Suite & Functional Executives,0.058301,0.443868,False,Investors,8e-06,0.30144,False,0,
source_row_15,Job Title,job title founder,,Camila,Farani,Camila Farani,Fundador,Farani Escola de Negócios,São Paulo,São Paulo,Brazil,https://www.linkedin.com/in/camilafarani/,,,,,,,Board & Advisory Roles,0.031652,0.169362,False,C-Suite & Functional Executives,0.319555,0.610809,False,Investors,0.063025,0.219829,False,0,
source_row_16,Job Title,job title founding partner,,Ola,Brown,Dr Ola Brown,Founding Partner,HealthCap Africa,Lagos State,,Nigeria,https://www.linkedin.com/in/olamideorekunrin/,,,,,,,Board & Advisory Roles,0.13281,0.181457,False,C-Suite & Functional Executives,0.364431,0.583849,False,Investors,0.207303,0.234695,False,0,
source_row_17,Job Title,job title beehiiv author of brilliance brief,,Justin,Wright,Justin Wright,beehiiv Author of Brilliance Brief,beehiiv,Phoenix,Arizona,United States,https://www.linkedin.com/in/jwmba/,,,,,,,Board & Advisory Roles,8e-06,0.368874,False,C-Suite & Functional Executives,6.8e-05,0.309979,False,Investors,0.0,0.321147,False,0,
source_row_18,Job Title,job title venture scout,,Robin,Wauters,Robin Wauters,Venture Scout,EWOR,Brussels,Brussels-Capital Region,Belgium,https://www.linkedin.com/in/robinwauters/,,,,,,,Board & Advisory Roles,0.018674,0.332125,False,C-Suite & Functional Executives,0.014688,0.23721,False,Investors,0.04176,0.430664,False,0,
source_row_19,Job Title,job title investor and advisory board member,,Joerg,Storm,Dr. Joerg Storm,Investor & Advisory Board Member,Zapdeck,,,United States,https://www.linkedin.com/in/joergstorm/,,,,,,,Board & Advisory Roles,0.585819,0.265433,True,C-Suite & Functional Executives,0.117502,0.161099,False,Investors,0.827342,0.573467,True,2,0; 2
source_row_20,Job Title,job title partner,,Gustavo,Caetano,Gustavo Caetano,Partner,Mergus Ventures,Belo Horizonte,Minas Gerais,Brazil,https://www.linkedin.com/in/gustavocaetano/,,,,,,,Board & Advisory Roles,0.543991,0.360632,True,C-Suite & Functional Executives,0.149394,0.262318,False,Investors,0.253219,0.37705,False,1,0
source_row_21,Job Title,job title special advisor,,Stephen,Curry,Stephen Curry,Special Advisor,Penny Jar Capital,,,United States,https://www.linkedin.com/in/stephencurry30/,,,,,,,Board & Advisory Roles,0.940016,0.683329,True,C-Suite & Functional Executives,0.001062,0.097406,False,Investors,0.028687,0.219265,False,1,0
source_row_22,Job Title,job title angel investor,,Aishwarya,Srinivasan,Aishwarya Srinivasan,Angel Investor,DynamoFL,San Francisco,California,United States,https://www.linkedin.com/in/aishwarya-srinivasan/,,,,,,,Board & Advisory Roles,0.007288,0.212745,False,C-Suite & Functional Executives,0.073227,0.196142,False,Investors,0.749017,0.591113,True,1,2
source_row_23,Job Title,job title vice president,,Dave,Kerpen,Dave Kerpen,Vice President,Grateful,New York City,New York,United States,https://www.linkedin.com/in/davekerpen/,,,,,,,Board & Advisory Roles,0.504203,0.388963,True,C-Suite & Functional Executives,0.090507,0.234361,False,Investors,0.149394,0.376676,False,1,0
source_row_24,Job Title,job title strategic advisor,,Cory,Warfield,Cory Warfield,Strategic Advisor,Lattitude,Chicago,Illinois,United States,https://www.linkedin.com/in/CoryWarfield/,,,,,,,Board & Advisory Roles,1.0,0.581778,True,C-Suite & Functional Executives,0.011313,0.108258,False,Investors,0.504203,0.309964,True,2,0; 2
source_row_25,Job Title,job title chief information officer,,Marco,Gomes,Marco Gomes,Chief Information Officer,Hike,Brooklyn,New York,United States,https://www.linkedin.com/in/mvtgomes/,,,,,,,Board & Advisory Roles,0.000229,0.395432,False,C-Suite & Functional Executives,0.002915,0.274109,False,Investors,6.8e-05,0.330459,False,0,
source_row_26,Job Title,job title cofounder founder founder,,Reno,Perry,Reno Perry,Co-Founder,Wiseful,Chicago,Illinois,United States,https://www.linkedin.com/in/renoperry/,,,,,,,Board & Advisory Roles,0.229496,0.038885,False,C-Suite & Functional Executives,0.882481,0.910916,True,Investors,0.334078,0.0502,False,1,1
source_row_27,Job Title,job title truth advisor,,Jody,Padar,Jody Padar,Truth Advisor,Trullion,Brussels,Wisconsin,United States,https://www.linkedin.com/in/jody-padar-18a9711/,,,,,,,Board & Advisory Roles,0.629738,0.546753,True,C-Suite & Functional Executives,0.001836,0.156708,False,Investors,0.006196,0.296539,False,1,0
source_row_28,Job Title,job title founder,,Vaibhav,Sisinty,Vaibhav Sisinty,Founder,GrowthSchool,Bengaluru,Karnataka,India,https://www.linkedin.com/in/vaibhavsisinty/,,,,,,,Board & Advisory Roles,0.380274,0.075922,False,C-Suite & Functional Executives,0.699648,0.826101,True,Investors,0.607514,0.097977,True,2,1; 2
source_row_29,Job Title,job title chair and cofounder founder founder,,Henry,Blodget,Henry Blodget,Chair and Co-Founder,Spooler Media,,New York,United States,https://www.linkedin.com/in/henry-blodget-a541a3/,,,,,,,Board & Advisory Roles,0.117502,0.103582,False,C-Suite & Functional Executives,0.543991,0.77824,True,Investors,0.078717,0.118179,False,1,1
source_row_30,Job Title,job title founder,,Amena,Baig,Amena Baig,Founder,WeSource HR,Dubai,,United Arab Emirates,https://www.linkedin.com/in/amenabaig/,,,,,,,Board & Advisory Roles,0.380274,0.075922,False,C-Suite & Functional Executives,0.699648,0.826101,True,Investors,0.607514,0.097977,True,2,1; 2
source_row_31,Job Title,job title seed investor,,Frank,Thelen,Frank Thelen,Seed Investor,United Manufacturing Hub (UMH),Bonn,North Rhine-Westphalia,Germany,https://www.linkedin.com/in/frank-thelen/,,,,,,,Board & Advisory Roles,0.001836,0.23023,False,C-Suite & Functional Executives,0.04176,0.234047,False,Investors,0.430543,0.535723,True,1,2
source_row_32,Job Title,job title human resources consultant,,Michelle,Zampiere,Michelle Zampiere,Consultora de Recursos Humanos,Ully Oficial,Rio de Janeiro,,Brazil,https://www.linkedin.com/in/michelle-zampiere-336678101/,,,,,,,Board & Advisory Roles,0.023324,0.474872,False,C-Suite & Functional Executives,0.000229,0.192658,False,Investors,0.001836,0.33247,False,0,
source_row_33,Job Title,job title cofounder founder founder,,Alex,Rodriguez,Alex Rodriguez,Co-Founder,Mojo,Miami,Florida,United States,https://www.linkedin.com/in/alex-rodriguez-b4161815a/,,,,,,,Board & Advisory Roles,0.229496,0.038885,False,C-Suite & Functional Executives,0.882481,0.910916,True,Investors,0.334078,0.0502,False,1,1
source_row_34,Job Title,job title cofounder founder founder,,Ishan,Sharma,Ishan Sharma,Co-Founder,MarkitUp,Bengaluru,Karnataka,India,https://www.linkedin.com/in/ishansharma7390/,,,,,,,Board & Advisory Roles,0.229496,0.038885,False,C-Suite & Functional Executives,0.882481,0.910916,True,Investors,0.334078,0.0502,False,1,1
source_row_35,Job Title,job title ceo and founder,,Dennis,Mortensen,Dennis R. Mortensen,CEO and Founder,LaunchBrightly,,New York,United States,https://www.linkedin.com/in/dennismortensen/,,,,,,,Board & Advisory Roles,0.078717,0.126176,False,C-Suite & Functional Executives,0.430543,0.726855,True,Investors,0.049571,0.146969,False,1,1
source_row_36,Job Title,job title ceo and cofounder founder founder,,Atif,Rafiq,Atif Rafiq,CEO & Co-founder,Ritual,Chicago,Illinois,United States,https://www.linkedin.com/in/atif1/,,,,,,,Board & Advisory Roles,0.149394,0.10645,False,C-Suite & Functional Executives,0.504203,0.767998,True,Investors,0.117502,0.125552,False,1,1
source_row_37,Job Title,job title mentor advisor de carreiras networking e linkedin,,Andréa,Greco,Andréa Greco,"Mentora de Carreiras, Networking e LinkedIn",eMentor.br,São Paulo,,Brazil,https://www.linkedin.com/in/andreagrecof/,,,,,,,Board & Advisory Roles,0.000544,0.410529,False,C-Suite & Functional Executives,0.000544,0.23281,False,Investors,0.001062,0.356662,False,0,
source_row_38,Job Title,job title cofounder founder founder,,Nansi,Mishra,Nansi Mishra,Co-Founder,Neon,,,Singapore,https://www.linkedin.com/in/nansi-mishra/,,,,,,,Board & Advisory Roles,0.229496,0.038885,False,C-Suite & Functional Executives,0.882481,0.910916,True,Investors,0.334078,0.0502,False,1,1
source_row_39,Job Title,job title founder,,André,Forastieri,André Forastieri,Fundador,HOMEWORK,São Paulo,,Brazil,https://www.linkedin.com/in/andreforastieri/,,,,,,,Board & Advisory Roles,0.031652,0.169362,False,C-Suite & Functional Executives,0.319555,0.610809,False,Investors,0.063025,0.219829,False,0,
source_row_40,Job Title,job title cofounder founder and executive chairman,,Mohamed,Aboulnaga,Mohamed (Nagaty) Aboulnaga,Cofounder and executive chairman,Exits MENA,,,Egypt,https://www.linkedin.com/in/nagaty/,,,,,,,Board & Advisory Roles,0.014688,0.134944,False,C-Suite & Functional Executives,0.396569,0.701511,False,Investors,0.034815,0.163545,False,0,
source_row_41,Job Title,job title cofounder founder founder and chief medical officer,,Mark,Hyman,"Mark Hyman, MD",Co-Founder and Chief Medical Officer,Function Health,,Massachusetts,United States,https://www.linkedin.com/in/drhyman/,,,,,,,Board & Advisory Roles,0.001062,0.207132,False,C-Suite & Functional Executives,0.229496,0.583948,False,Investors,0.002915,0.20892,False,0,
source_row_42,Job Title,job title founder and ceo,,Oana,Labes,"Oana Labes, MBA, CPA",Founder & CEO,Financiario,San Francisco,California,United States,https://www.linkedin.com/in/oanalabes/,,,,,,,Board & Advisory Roles,0.430543,0.089162,True,C-Suite & Functional Executives,0.629738,0.801373,True,Investors,0.466404,0.109465,True,3,0; 1; 2
source_row_43,Job Title,job title advisory board member,,John,Barrows,John Barrows,Advisory Board Member,Sales Community,Boston,Massachusetts,United States,https://www.linkedin.com/in/johnbarrows/,,,,,,,Board & Advisory Roles,0.675798,0.478826,True,C-Suite & Functional Executives,0.023324,0.175566,False,Investors,0.13281,0.345608,False,1,0
source_row_44,Job Title,job title talent acquisition,,Wagner,Sousa,Wagner Sousa,Talent Acquisition,headhunters.io,São Paulo,,Brazil,https://www.linkedin.com/in/wagner-sousa-621082105/,,,,,,,Board & Advisory Roles,0.011313,0.402187,False,C-Suite & Functional Executives,0.006196,0.224266,False,Investors,0.0085,0.373547,False,0,
source_row_45,Job Title,job title investor,,Ryan,Serhant,Ryan Serhant,Investor,RLTY Capital,,New York,United States,https://www.linkedin.com/in/ryanserhant/,,,,,,,Board & Advisory Roles,0.045554,0.17096,False,C-Suite & Functional Executives,0.031652,0.119594,False,Investors,0.910946,0.709446,True,1,2
source_row_46,Job Title,job title executive chairwoman,,Leila,Hormozi,Leila Hormozi,Executive Chairwoman,Acquisition.com,Las Vegas,Nevada,United States,https://www.linkedin.com/in/leilahormozi/,,,,,,,Board & Advisory Roles,0.067999,0.372242,False,C-Suite & Functional Executives,0.103418,0.303368,False,Investors,0.023324,0.32439,False,0,
source_row_47,Job Title,job title influencer,,Patricia,Pousa,Patricia Pessoa Pousa,Influenciadora,Gombo,Campinas,São Paulo,Brazil,https://www.linkedin.com/in/patricia-pessoa-pousa/,,,,,,,Board & Advisory Roles,6.8e-05,0.405085,False,C-Suite & Functional Executives,8e-06,0.231298,False,Investors,0.000229,0.363617,False,0,
source_row_48,Job Title,job title mentor advisor,,Samara,Souza,Samara Souza,Mentora,eMentor,Fortaleza,Ceará,Brazil,https://www.linkedin.com/in/samarabsouza/,,,,,,,Board & Advisory Roles,0.167303,0.456851,False,C-Suite & Functional Executives,0.0085,0.204088,False,Investors,0.011313,0.339061,False,0,
source_row_49,Job Title,job title angel investor,,Tobi,Oluwole,Tobi Oluwole,Angel Investor,Stan,Toronto,Ontario,Canada,https://www.linkedin.com/in/thetobioluwole/,,,,,,,Board & Advisory Roles,0.007288,0.212745,False,C-Suite & Functional Executives,0.073227,0.196142,False,Investors,0.749017,0.591113,True,1,2
